layer, level, fraction, repeat, accuracy
features.17, synapse, 0.2, 1, 0.7197999954223633
features.17, synapse, 0.2, 2, 0.7181000113487244
features.17, synapse, 0.3, 0, 0.7157999873161316
features.17, synapse, 0.3, 1, 0.7141000032424927
features.17, synapse, 0.3, 2, 0.7161999940872192
features.17, synapse, 0.4, 0, 0.7098999619483948
features.17, synapse, 0.4, 1, 0.7040999531745911
features.17, synapse, 0.4, 2, 0.7063999772071838
features.17, synapse, 0.5, 0, 0.6936999559402466
features.17, synapse, 0.5, 1, 0.6918999552726746
features.17, synapse, 0.5, 2, 0.6886999607086182
features.17, synapse, 0.6, 0, 0.6693999767303467
features.17, synapse, 0.6, 1, 0.6690999865531921
features.17, synapse, 0.6, 2, 0.6692000031471252
features.17, synapse, 0.7, 0, 0.6175000071525574
features.17, synapse, 0.7, 1, 0.6171999573707581
features.17, synapse, 0.7, 2, 0.6259999871253967
features.17, synapse, 0.8, 0, 0.5174999833106995
features.17, synapse, 0.8, 1, 0.5051999688148499
features.17, synapse, 0.8, 2, 0.4998999834060669
features.17, synapse, 0.9, 0, 0.28839999437332153
features.17, synapse, 0.9, 1, 0.29249998927116394
features.17, synapse, 0.9, 2, 0.2865999937057495
features.17, synapse, 1.0, 0, 0.04999999701976776
features.17, synapse, 1.0, 1, 0.04999999701976776
features.17, synapse, 1.0, 2, 0.04999999701976776
features.17, node, 0.0, 0, 0.7193999886512756
features.17, node, 0.0, 1, 0.7193999886512756
features.17, node, 0.0, 2, 0.7193999886512756
features.17, node, 0.1, 0, 0.7188999652862549
features.17, node, 0.1, 1, 0.72079998254776
features.17, node, 0.1, 2, 0.7177000045776367
features.17, node, 0.2, 0, 0.7198999524116516
features.17, node, 0.2, 1, 0.7193999886512756
features.17, node, 0.2, 2, 0.7196999788284302
features.17, node, 0.3, 0, 0.7087999582290649
features.17, node, 0.3, 1, 0.7149999737739563
features.17, node, 0.3, 2, 0.7177000045776367
features.17, node, 0.4, 0, 0.7042999863624573
features.17, node, 0.4, 1, 0.703499972820282
features.17, node, 0.4, 2, 0.7105000019073486
features.17, node, 0.5, 0, 0.7001999616622925
features.17, node, 0.5, 1, 0.689300000667572
features.17, node, 0.5, 2, 0.7002999782562256
features.17, node, 0.6, 0, 0.6408999562263489
features.17, node, 0.6, 1, 0.6122999787330627
features.17, node, 0.6, 2, 0.6467999815940857
features.17, node, 0.7, 0, 0.6276999711990356
features.17, node, 0.7, 1, 0.5352999567985535
features.17, node, 0.7, 2, 0.5924999713897705
features.17, node, 0.8, 0, 0.4080999791622162
features.17, node, 0.8, 1, 0.4041999876499176
features.17, node, 0.8, 2, 0.4332999885082245
features.17, node, 0.9, 0, 0.08299999684095383
features.17, node, 0.9, 1, 0.11599999666213989
features.17, node, 0.9, 2, 0.15209999680519104
features.17, node, 1.0, 0, 0.04999999701976776
features.17, node, 1.0, 1, 0.04999999701976776
features.17, node, 1.0, 2, 0.04999999701976776
features.19, synapse, 0.0, 0, 0.7193999886512756
features.19, synapse, 0.0, 1, 0.7193999886512756
features.19, synapse, 0.0, 2, 0.7193999886512756
features.19, synapse, 0.1, 0, 0.7208999991416931
features.19, synapse, 0.1, 1, 0.7186999917030334
features.19, synapse, 0.1, 2, 0.7195000052452087
features.19, synapse, 0.2, 0, 0.7181000113487244
features.19, synapse, 0.2, 1, 0.7188000082969666
features.19, synapse, 0.2, 2, 0.7159000039100647
features.19, synapse, 0.3, 0, 0.7134999632835388
features.19, synapse, 0.3, 1, 0.713699996471405
features.19, synapse, 0.3, 2, 0.7149999737739563
features.19, synapse, 0.4, 0, 0.7063999772071838
features.19, synapse, 0.4, 1, 0.7021999955177307
features.19, synapse, 0.4, 2, 0.7044000029563904
features.19, synapse, 0.5, 0, 0.6850000023841858
features.19, synapse, 0.5, 1, 0.680899977684021
features.19, synapse, 0.5, 2, 0.691100001335144
features.19, synapse, 0.6, 0, 0.6473999619483948
features.19, synapse, 0.6, 1, 0.649899959564209
features.19, synapse, 0.6, 2, 0.6589999794960022
features.19, synapse, 0.7, 0, 0.5760999917984009
features.19, synapse, 0.7, 1, 0.5658999681472778
features.19, synapse, 0.7, 2, 0.5803999900817871
features.19, synapse, 0.8, 0, 0.4007999897003174
features.19, synapse, 0.8, 1, 0.3619999885559082
features.19, synapse, 0.8, 2, 0.36949998140335083
features.19, synapse, 0.9, 0, 0.13699999451637268
